url,title,recomendacao1,recomendacao2,recomendacao3,recomendacao4,recomendacao5,recomendacao6,recomendacao7,recomendacao8,recomendacao9,recomendacao10
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/maira-cardi-comenta-polemicas-e-desabafa-em-live.ghtml,Maíra Cardi reafirma que Thiago Silva foi seu cliente e mostra áudio como prova,Maíra Cardi X Belle Silva: entenda a treta sobre Thiago Silva ter feito (ou não) programa de emagrecimento,Maira Cardi ameaça expor 'a verdade' sobre história com mulher de Thiago Silva: 'Não me desafie',Maíra Cardi x Daniel Cady: entenda a troca de farpas entre os dois,"Maíra Cardi, Zilu Camargo e mais: veja famosos que viraram coach",Laura Cardoso recebe abraço apertado de Ingrid Guimarães no Festival de Gramado ,Claudia Ohana faz book com roupa estilosa e seguidores elogiam: 'Deusa suprema',Pipoca da Ivete volta em 2ª temporada com novos quadros e convidados,Fãs lotam rede social de Hugo Moura após comentário de Deborah Secco: 'O Brasil ficou curioso',Preta Gil retira tumor cancerígeno em cirurgia e familiares aguardam retorno para o quarto,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa"
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/pedro-novaes-filho-de-marcelo-novaes-impressiona-com-bracos-a-mostra-em-look.ghtml,"Pedro Novaes, filho de Marcello Novaes, impressiona com braços à mostra em look",Ronda de Looks: veja as produções que as famosas usaram durante os eventos da semana,Isis Valverde brilha com calça de R$10 mil em premiére de 'Ângela': veja detalhes do look,Cezar Black troca beijos morena em festival de música em São Paulo,"Helena Ranaldi, longe das novelas há 9 anos, se dedica ao teatro e nega que esteja vivendo em sítio",Flora Gil atualiza estado de saúde de Preta Gil,Claudia Ohana faz book com roupa estilosa e seguidores elogiam: 'Deusa suprema',Laura Cardoso recebe abraço apertado de Ingrid Guimarães no Festival de Gramado ,Dia dos Solteiros: veja 17 famosos cobiçados que não namoram,Matheus Nachtergaele sobre ‘O Auto da Compadecida 2’: ‘Não sei o tamanho da emoção que estou sentindo’,Lingerie no dia a dia: aprenda a montar cinco looks com peças do seu guarda-roupa íntimo
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/elenco-de-terra-e-paixao-curte-noite-de-samba-ao-lado-de-viviane-araujo.ghtml,Elenco de Terra e Paixão curte noite de samba ao lado de Viviane Araújo,Lexa pega carona no jatinho de Anitta e ganha declaração da cantora: 'Te amo',Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Cezar Black troca beijos morena em festival de música em São Paulo,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,"Nasce filha de Bruno, do KLB, em São Paulo",Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,"Filho de Neymar, Davi Lucca impressiona com inglês fluente durante entrevista",Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa"
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/anitta-comenta-affair-com-simone-susinna-pra-sempre-e-muito-forte.ghtml,Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa",Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Luccas Neto surpreende fã em tratamento contra o câncer: 'Acredite nos seus sonhos',Lexa pega carona no jatinho de Anitta e ganha declaração da cantora: 'Te amo',"Nasce filha de Bruno, do KLB, em São Paulo","Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'",Preta Gil retira tumor cancerígeno em cirurgia e familiares aguardam retorno para o quarto,"Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'",Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música
http://gshow.globo.com/realities/no-limite/2023/noticia/carol-nakamura-perde-semifinal-deixa-o-no-limite-amazonia-e-se-emociona-frustrante.ghtml,"Carol Nakamura perde semifinal, deixa o No Limite Amazônia e se emociona: ‘Frustrante’","Última famosa a deixar o No Limite, Carol Nakamura conta que foi julgada: ‘Tentaram dizer que não preciso’","Única famosa na Semifinal, Carol Nakamura chama a atenção de internautas em prova","Paratleta campeão do No Limite 2023, Dedé revela o que fará com o prêmio e agradece Fernando Fernandes: 'Ídolo'","Pela segunda vez, No Limite tem campeão que veio da repescagem; relembre",Desespero em desempate com eliminação dupla marcam o penúltimo episódio do No Limite 2023,"Em entrevista exclusiva, eliminada por voto aberto fala sobre traição no No Limite","Após No Limite, Paulinho Vilhena revela vontade de retomar seriado de Sandy e Junior: 'A gente já escreveu algumas coisas'","Maíra Cardi, Zilu Camargo e mais: veja famosos que viraram coach",Mãe de Larissa Manoela responde sobre transferência de milhões da conta da filha e xingamento em mensagem,Lingerie no dia a dia: aprenda a montar cinco looks com peças do seu guarda-roupa íntimo
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/mae-de-larissa-manoela-da-sua-versao-da-disputa-com-a-filha-em-nova-entrevista.ghtml,"Mãe de Larissa Manoela diz que filha podia comprar o que quisesse: ‘Em qualquer valor, inclusive carro’",Mãe de Larissa Manoela responde sobre transferência de milhões da conta da filha e xingamento em mensagem,"Mãe de Larissa Manoela, Silvana Taques diz em entrevista: 'Nunca quisemos ficar com nada dela'",Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Relembre a carreira de Larissa Manoela,Larissa Manoela ganhou 2 milhões de seguidores após polêmica com os pais,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,"Nasce filha de Bruno, do KLB, em São Paulo",Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'","Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'"
http://gshow.globo.com/realities/no-limite/2023/noticia/ultima-famosa-a-deixar-o-no-limite-carol-nakamura-conta-que-foi-julgada-tentaram-dizer-que-nao-preciso.ghtml,"Última famosa a deixar o No Limite, Carol Nakamura conta que foi julgada: ‘Tentaram dizer que não preciso’","Carol Nakamura perde semifinal, deixa o No Limite Amazônia e se emociona: ‘Frustrante’","Única famosa na Semifinal, Carol Nakamura chama a atenção de internautas em prova","Paratleta campeão do No Limite 2023, Dedé revela o que fará com o prêmio e agradece Fernando Fernandes: 'Ídolo'","Pela segunda vez, No Limite tem campeão que veio da repescagem; relembre","Em entrevista exclusiva, eliminada por voto aberto fala sobre traição no No Limite",Desespero em desempate com eliminação dupla marcam o penúltimo episódio do No Limite 2023,"Após No Limite, Paulinho Vilhena revela vontade de retomar seriado de Sandy e Junior: 'A gente já escreveu algumas coisas'","Maíra Cardi, Zilu Camargo e mais: veja famosos que viraram coach",Deborah Secco revela detalhe íntimo de Hugo Moura no ‘Sobre Nós Dois’: 'Incrível',Jornal Nacional e Fantástico são indicados ao Emmy Internacional de Jornalismo 2023
http://gshow.globo.com/realities/no-limite/2023/noticia/unica-famosa-na-semifinal-carol-nakamura-chama-a-atencao-de-internautas-em-prova.ghtml,"Única famosa na Semifinal, Carol Nakamura chama a atenção de internautas em prova","Última famosa a deixar o No Limite, Carol Nakamura conta que foi julgada: ‘Tentaram dizer que não preciso’","Carol Nakamura perde semifinal, deixa o No Limite Amazônia e se emociona: ‘Frustrante’","Paratleta campeão do No Limite 2023, Dedé revela o que fará com o prêmio e agradece Fernando Fernandes: 'Ídolo'",Desespero em desempate com eliminação dupla marcam o penúltimo episódio do No Limite 2023,"Pela segunda vez, No Limite tem campeão que veio da repescagem; relembre","Em entrevista exclusiva, eliminada por voto aberto fala sobre traição no No Limite","Após No Limite, Paulinho Vilhena revela vontade de retomar seriado de Sandy e Junior: 'A gente já escreveu algumas coisas'",Larissa Manoela ganhou 2 milhões de seguidores após polêmica com os pais,"Maíra Cardi, Zilu Camargo e mais: veja famosos que viraram coach",Deborah Secco se diverte com revelação íntima sobre Hugo Moura: 'Exposto em rede nacional'
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/gil-do-vigor-tem-carro-enguicado-ao-fazer-confusao-na-hora-de-abastecer-veja-video.ghtml,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,"Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'","Preta Gil já está em pé fazendo fisioterapia, diz Gominho",Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,"Nasce filha de Bruno, do KLB, em São Paulo",Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,"Preta Gil se recupera bem de cirurgia de retirada de câncer, diz equipe médica: 'Acordada, em bom estado geral'","Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa",Flora Gil atualiza estado de saúde de Preta Gil
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/sabrina-sato-e-marcelo-adnet-participam-do-lancamento-de-sobre-nos-dois.ghtml,Sabrina Sato e Marcelo Adnet destacam parceria em Sobre Nós Dois: 'Delicioso de fazer',Deborah Secco revela detalhe íntimo de Hugo Moura no ‘Sobre Nós Dois’: 'Incrível',Deborah Secco se diverte com revelação íntima sobre Hugo Moura: 'Exposto em rede nacional',Sheron Menezzes enaltece relacionamento de 12 anos com marido: 'Ele me completa',Fãs lotam rede social de Hugo Moura após comentário de Deborah Secco: 'O Brasil ficou curioso',Ronda de Looks: veja as produções que as famosas usaram durante os eventos da semana,Dia dos Solteiros: veja 17 famosos cobiçados que não namoram,Maíra Cardi X Belle Silva: entenda a treta sobre Thiago Silva ter feito (ou não) programa de emagrecimento,Globoplay lança 3ª coleção de NFTs do Xuxaverso com venda de 10 figurinhas inéditas,Lingerie no dia a dia: aprenda a montar cinco looks com peças do seu guarda-roupa íntimo,Pipoca da Ivete volta em 2ª temporada com novos quadros e convidados
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/pipoca-da-ivete-volta-em-2a-temporada-com-novos-quadros-e-convidados.ghtml,Pipoca da Ivete volta em 2ª temporada com novos quadros e convidados,Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,"Nasce filha de Bruno, do KLB, em São Paulo",Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Lexa pega carona no jatinho de Anitta e ganha declaração da cantora: 'Te amo',Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,Léa Garcia estava feliz com o reconhecimento e falou sobre viver por 'mais 90 anos' em última entrevista,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'","Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa"
http://gshow.globo.com/novelas/amor-perfeito/vem-por-ai/noticia/amor-perfeito-orlando-descobre-pista-crucial-sobre-leonel-rubiao.ghtml,Amor Perfeito: Orlando descobre pista crucial sobre Leonel Rubião,Amor Perfeito: Julio encontra personagem que será peça-chave em virada da novela ,Diogo Almeida comenta casamento de Orlando e Gilda em Amor Perfeito e derrocada da vilã: 'Esta roda vai girar',Amor Perfeito: Jesus resgata Frei João da morte; entenda como será a cena,gshow em Terra e Paixão: Graça e Jonatas serão flagrados se pegando,Fuzuê: memes sobre a trama ganham redes sociais na primeira semana,Irene vibra com notícia de morte de Agatha em Terra e Paixão,Terra e Paixão: Luigi e Anely encontram tesouro em barras de ouro,Terra e Paixão: Luigi e Anely são presos,"Fuzuê: Preciosa ameaça com faca, é atacada por gansos e desmaia ",Fuzuê: Luna é surpreendida por Preciosa com uma faca no meio da mata
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/cezar-black-troca-beijos-com-morena-em-festival-de-musica-em-sao-paulo.ghtml,Cezar Black troca beijos morena em festival de música em São Paulo,Léa Garcia estava feliz com o reconhecimento e falou sobre viver por 'mais 90 anos' em última entrevista,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'","Nasce filha de Bruno, do KLB, em São Paulo",Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,"Zagallo apresenta melhora clínica em hospital, diz boletim médico","Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa","Filho de Neymar, Davi Lucca impressiona com inglês fluente durante entrevista"
http://gshow.globo.com/novelas/amor-perfeito/vem-por-ai/noticia/amor-perfeito-jesus-resgata-frei-joao-da-morte-entenda-como-sera-a-cena.ghtml,Amor Perfeito: Jesus resgata Frei João da morte; entenda como será a cena,Diogo Almeida comenta casamento de Orlando e Gilda em Amor Perfeito e derrocada da vilã: 'Esta roda vai girar',Amor Perfeito: Orlando descobre pista crucial sobre Leonel Rubião,gshow em Terra e Paixão: Graça e Jonatas serão flagrados se pegando,Fuzuê: memes sobre a trama ganham redes sociais na primeira semana,Terra e Paixão: Luigi e Anely encontram tesouro em barras de ouro,Irene vibra com notícia de morte de Agatha em Terra e Paixão,Terra e Paixão: Luigi e Anely são presos,Amor Perfeito: Julio encontra personagem que será peça-chave em virada da novela ,Fuzuê: Luna é surpreendida por Preciosa com uma faca no meio da mata,Terra e Paixão: Agatha corre risco de morte em vingança de Irene; veja fotos exclusivas
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/em-meio-a-polemica-de-pais-gananciosos-sandy-diz-que-xororo-sempre-a-incluiu-em-decisoes.ghtml,"Em meio à polêmica sobre pais que cuidam da carreira de filhos famosos, Sandy diz que Xororó sempre a incluiu em decisões",Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Veja atores que são irmãos na vida real e também na ficção,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa",Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,"Nasce filha de Bruno, do KLB, em São Paulo",Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Léa Garcia estava feliz com o reconhecimento e falou sobre viver por 'mais 90 anos' em última entrevista,Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'"
http://gshow.globo.com/novelas/terra-e-paixao/vem-por-ai/noticia/terra-e-paixao-agatha-corre-risco-de-morte-em-vinganca-de-irene-veja-fotos-exclusivas.ghtml,Terra e Paixão: Agatha corre risco de morte em vingança de Irene; veja fotos exclusivas,Terra e Paixão: Angelina apanha de Irene por causa de Agatha,Terra e Paixão: Agatha revela por que forjou a própria morte,Irene vibra com notícia de morte de Agatha em Terra e Paixão,gshow em Terra e Paixão: Graça e Jonatas serão flagrados se pegando,Resumo de Terra e Paixão: veja os capítulos de 28 de agosto a 02 de setembro,Terra e Paixão: Luigi e Anely encontram tesouro em barras de ouro,Terra e Paixão: Luigi e Anely são presos,Fuzuê: memes sobre a trama ganham redes sociais na primeira semana,Diogo Almeida comenta casamento de Orlando e Gilda em Amor Perfeito e derrocada da vilã: 'Esta roda vai girar',Terra e Paixão: Debora Ozório detalha estudo sobre abuso sexual para viver drama de Petra
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/mae-de-larissa-manoela-silvana-fala-sobre-o-rompimento-com-a-filha.ghtml,Mãe de Larissa Manoela responde sobre transferência de milhões da conta da filha e xingamento em mensagem,"Mãe de Larissa Manoela diz que filha podia comprar o que quisesse: ‘Em qualquer valor, inclusive carro’","Mãe de Larissa Manoela, Silvana Taques diz em entrevista: 'Nunca quisemos ficar com nada dela'",Relembre a carreira de Larissa Manoela,Larissa Manoela ganhou 2 milhões de seguidores após polêmica com os pais,Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Público compara filha com personagem de Gabriela Duarte em foto publicada pela atriz,"Em meio à polêmica sobre pais que cuidam da carreira de filhos famosos, Sandy diz que Xororó sempre a incluiu em decisões",Diogo Almeida comenta casamento de Orlando e Gilda em Amor Perfeito e derrocada da vilã: 'Esta roda vai girar',Maira Cardi ameaça expor 'a verdade' sobre história com mulher de Thiago Silva: 'Não me desafie',Amor Perfeito: Orlando descobre pista crucial sobre Leonel Rubião
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/karoline-lima-mostra-filha-com-eder-militao-falando-papai-no-dia-em-que-jogador-passa-por-cirurgia-no-joelho.ghtml,"Karoline Lima mostra filha com Éder Militão falando 'papai', no dia em que jogador passa por cirurgia no joelho","Nasce filha de Bruno, do KLB, em São Paulo",Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,"Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'",Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa","Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'",Lexa pega carona no jatinho de Anitta e ganha declaração da cantora: 'Te amo',Léa Garcia estava feliz com o reconhecimento e falou sobre viver por 'mais 90 anos' em última entrevista
http://gshow.globo.com/tudo-mais/pop/noticia/campo-nao-so-de-morangos-veja-artistas-que-como-luisa-sonza-usaram-frutas-em-seus-hits.ghtml,"Campo não só de morangos: veja artistas que, como Luísa Sonza, usaram frutas em seus hits",Laura Cardoso recebe abraço apertado de Ingrid Guimarães no Festival de Gramado ,Globoplay lança 3ª coleção de NFTs do Xuxaverso com venda de 10 figurinhas inéditas,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,Flora Gil atualiza estado de saúde de Preta Gil,"Preta Gil se recupera bem de cirurgia de retirada de câncer, diz equipe médica: 'Acordada, em bom estado geral'","Preta Gil já está em pé fazendo fisioterapia, diz Gominho",Preta Gil retira tumor cancerígeno em cirurgia e familiares aguardam retorno para o quarto,"Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'",Anitta repreende fã que estaria cobrando dinheiro do público na hora da foto; veja vídeo,Relembre a carreira de Larissa Manoela
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/segundo-filho-de-rihanna-e-aap-rocky-nasceu-no-inicio-do-mes-revela-site.ghtml,"Segundo filho de Rihanna e A$AP Rocky é menino e nasceu no início do mês, diz site",Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa","Nasce filha de Bruno, do KLB, em São Paulo",Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Mister M reencontra Cid Moreira e aparece em foto ao lado do apresentador,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'","Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'"
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/sobrevivente-de-tragedia-com-torcedores-do-corinthians-revela-tensao-em-onibus-gritaria-e-muita-poeira.ghtml,Sobrevivente de tragédia com torcedores do Corinthians revela tensão em ônibus: 'Gritaria e muita poeira',Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,"Nasce filha de Bruno, do KLB, em São Paulo",Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,"Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'","Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa",Léa Garcia estava feliz com o reconhecimento e falou sobre viver por 'mais 90 anos' em última entrevista,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'"
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/deborah-secco-revela-detalhe-da-anatomia-intima-de-hugo-moura-na-estreia-de-sobre-nos-dois.ghtml,Deborah Secco revela detalhe íntimo de Hugo Moura no ‘Sobre Nós Dois’: 'Incrível',Deborah Secco se diverte com revelação íntima sobre Hugo Moura: 'Exposto em rede nacional',Sabrina Sato e Marcelo Adnet destacam parceria em Sobre Nós Dois: 'Delicioso de fazer',Fãs lotam rede social de Hugo Moura após comentário de Deborah Secco: 'O Brasil ficou curioso',Sheron Menezzes enaltece relacionamento de 12 anos com marido: 'Ele me completa',Ronda de Looks: veja as produções que as famosas usaram durante os eventos da semana,Dia dos Solteiros: veja 17 famosos cobiçados que não namoram,Globoplay lança 3ª coleção de NFTs do Xuxaverso com venda de 10 figurinhas inéditas,Lingerie no dia a dia: aprenda a montar cinco looks com peças do seu guarda-roupa íntimo,Isis Valverde brilha com calça de R$10 mil em premiére de 'Ângela': veja detalhes do look,Mãe de Larissa Manoela responde sobre transferência de milhões da conta da filha e xingamento em mensagem
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/jornal-nacional-e-fantastico-sao-indicados-ao-emmy-internacional-de-jornalismo-2023.ghtml,Jornal Nacional e Fantástico são indicados ao Emmy Internacional de Jornalismo 2023,Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Léa Garcia estava feliz com o reconhecimento e falou sobre viver por 'mais 90 anos' em última entrevista,Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,"Nasce filha de Bruno, do KLB, em São Paulo",Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música,Mister M reencontra Cid Moreira e aparece em foto ao lado do apresentador,"Hariany confirma romance com filho de Leonardo: 'Estamos ficando, nos curtindo, está leve'",Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,"Filho de Murilo Benício e Alessandra Negrini, Antonio Benício anima seguidores com foto sem camisa"
http://gshow.globo.com/tudo-mais/tv-e-famosos/noticia/preta-gil-se-recupera-bem-de-cirurgia-de-retirada-de-cancer-no-intestino-diz-equipe-medica-acordada-em-bom-estado-geral.ghtml,"Preta Gil se recupera bem de cirurgia de retirada de câncer, diz equipe médica: 'Acordada, em bom estado geral'",Flora Gil atualiza estado de saúde de Preta Gil,Preta Gil retira tumor cancerígeno em cirurgia e familiares aguardam retorno para o quarto,"Preta Gil já está em pé fazendo fisioterapia, diz Gominho","Sobrinha de Preta Gil, Flor Gil posta declaração após cirurgia da cantora: 'Sua força me inspira'",Gil do Vigor tem carro enguiçado ao fazer confusão na hora de abastecer; veja vídeo!,"Nasce filha de Bruno, do KLB, em São Paulo",Família de Neymar celebra anúncio do jogador no Al-Hilal: 'Estamos juntos' ,Anitta comenta affair com Simone Susinna: ‘Pra sempre é muito forte’ ,Larissa Manoela tem dia de malhação com o noivo André Luiz Frambach,Felipe Neto sai em defesa de Luísa Sonza após críticas sobre nova música
http://gshow.globo.com/realities/no-limite/2023/noticia/apos-no-limite-paulinho-vilhena-revela-vontade-de-retomar-seriado-de-sandy-e-junior-a-gente-ja-escreveu-algumas-coisas.ghtml,"Após No Limite, Paulinho Vilhena revela vontade de retomar seriado de Sandy e Junior: 'A gente já escreveu algumas coisas'","Paratleta campeão do No Limite 2023, Dedé revela o que fará com o prêmio e agradece Fernando Fernandes: 'Ídolo'","Última famosa a deixar o No Limite, Carol Nakamura conta que foi julgada: ‘Tentaram dizer que não preciso’","Pela segunda vez, No Limite tem campeão que veio da repescagem; relembre","Carol Nakamura perde semifinal, deixa o No Limite Amazônia e se emociona: ‘Frustrante’","Única famosa na Semifinal, Carol Nakamura chama a atenção de internautas em prova","Em entrevista exclusiva, eliminada por voto aberto fala sobre traição no No Limite",Desespero em desempate com eliminação dupla marcam o penúltimo episódio do No Limite 2023,"Em meio à polêmica sobre pais que cuidam da carreira de filhos famosos, Sandy diz que Xororó sempre a incluiu em decisões",Veja atores que são irmãos na vida real e também na ficção,Relembre a carreira de Larissa Manoela
http://gshow.globo.com/realities/no-limite/2023/noticia/desespero-em-desempate-com-eliminacao-dupla-marcam-o-penultimo-episodio-do-no-limite-2023.ghtml,Desespero em desempate com eliminação dupla marcam o penúltimo episódio do No Limite 2023,"Em entrevista exclusiva, eliminada por voto aberto fala sobre traição no No Limite","Única famosa na Semifinal, Carol Nakamura chama a atenção de internautas em prova","Carol Nakamura perde semifinal, deixa o No Limite Amazônia e se emociona: ‘Frustrante’","Última famosa a deixar o No Limite, Carol Nakamura conta que foi julgada: ‘Tentaram dizer que não preciso’","Paratleta campeão do No Limite 2023, Dedé revela o que fará com o prêmio e agradece Fernando Fernandes: 'Ídolo'","Pela segunda vez, No Limite tem campeão que veio da repescagem; relembre","Após No Limite, Paulinho Vilhena revela vontade de retomar seriado de Sandy e Junior: 'A gente já escreveu algumas coisas'","Maíra Cardi, Zilu Camargo e mais: veja famosos que viraram coach","Preta Gil se recupera bem de cirurgia de retirada de câncer, diz equipe médica: 'Acordada, em bom estado geral'",Deborah Secco revela detalhe íntimo de Hugo Moura no ‘Sobre Nós Dois’: 'Incrível'
http://gshow.globo.com/novelas/terra-e-paixao/vem-por-ai/noticia/terra-e-paixao-luigi-e-anely-encontram-tesouro-em-barras-de-ouro.ghtml,Terra e Paixão: Luigi e Anely encontram tesouro em barras de ouro,Terra e Paixão: Luigi e Anely são presos,gshow em Terra e Paixão: Graça e Jonatas serão flagrados se pegando,Irene vibra com notícia de morte de Agatha em Terra e Paixão,Fuzuê: memes sobre a trama ganham redes sociais na primeira semana,Terra e Paixão: Agatha corre risco de morte em vingança de Irene; veja fotos exclusivas,Terra e Paixão: Angelina apanha de Irene por causa de Agatha,Diogo Almeida comenta casamento de Orlando e Gilda em Amor Perfeito e derrocada da vilã: 'Esta roda vai girar',Terra e Paixão: Agatha revela por que forjou a própria morte,Terra e Paixão: Debora Ozório detalha estudo sobre abuso sexual para viver drama de Petra,Amor Perfeito: Orlando descobre pista crucial sobre Leonel Rubião
